cut,carat
Ideal,0.72
Good,0.7
Very Good,1.02
Premium,0.77
Premium,0.7
Premium,0.93
Premium,0.78
Ideal,0.71
Very Good,0.73
Ideal,0.65
Ideal,0.85
Good,0.9
Good,0.9
Premium,0.75
Very Good,0.9
Good,0.9
Premium,0.72
Fair,0.9
Premium,0.72
Good,0.75
Premium,0.75
Very Good,0.72
Premium,0.75
Very Good,0.65
Very Good,0.7
Ideal,0.59
Ideal,0.71
Ideal,0.83
Fair,1.02
Fair,1
Premium,1.02
Good,0.77
Very Good,0.7
Ideal,0.8
Ideal,0.74
Fair,0.77
Premium,0.72
Good,1.01
Very Good,1.01
Ideal,0.55
Very Good,0.71
Ideal,0.73
Ideal,0.76
Ideal,0.52
Good,0.7
Very Good,0.7
Good,0.7
Fair,0.92
Premium,0.91
Ideal,0.91
Good,0.91
Ideal,0.7
Very Good,0.72
Ideal,0.71
Ideal,0.72
Ideal,0.78
Ideal,0.71
Very Good,0.8
Ideal,0.74
Premium,0.74
Ideal,0.61
Ideal,0.78
Very Good,0.7
Good,0.32
Premium,0.32
Good,0.4
Premium,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Very Good,0.32
Good,0.32
Good,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Premium,0.32
Good,0.32
Very Good,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Very Good,0.32
Ideal,0.32
Premium,0.32
Good,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.72
Ideal,0.76
Ideal,0.7
Ideal,0.73
Very Good,0.7
Fair,0.7
Very Good,0.77
Premium,0.92
Ideal,0.73
Ideal,0.71
Ideal,0.71
Good,0.81
Ideal,0.71
Very Good,0.72
Premium,0.81
Ideal,0.81
Very Good,0.77
Ideal,0.83
Very Good,0.71
Very Good,0.71
Very Good,0.78
Very Good,0.71
Premium,0.72
Ideal,1.14
Ideal,0.75
Very Good,0.75
Good,0.7
Very Good,0.79
Fair,0.73
Premium,0.91
Premium,0.91
Ideal,0.93
Very Good,0.82
Very Good,0.75
Premium,0.72
Ideal,0.72
Good,0.72
Very Good,0.72
Ideal,0.9
Premium,0.72
Premium,0.72
Ideal,0.75
Ideal,0.66
Ideal,0.83
Very Good,0.62
Very Good,0.8
Ideal,0.76
Ideal,0.76
Good,0.82
Ideal,0.81
Good,1.02
Very Good,0.66
Very Good,0.7
Ideal,0.77
Very Good,0.7
Fair,1.03
Very Good,0.7
Very Good,0.71
Very Good,0.7
Ideal,0.71
Ideal,0.81
Ideal,0.78
Ideal,0.75
Very Good,0.79
Premium,0.79
Premium,0.79
Ideal,0.79
Very Good,0.7
Premium,1.01
Premium,1.01
Fair,1.01
Fair,1.01
Very Good,0.78
Very Good,0.65
Ideal,0.61
Ideal,0.78
Ideal,0.76
Very Good,0.9
Very Good,0.92
Ideal,0.57
Good,0.76
Good,0.9
Fair,0.82
Good,0.91
Premium,0.79
Premium,0.91
Very Good,0.72
Very Good,0.81
Very Good,0.71
Very Good,1.03
Good,0.9
Very Good,0.74
Very Good,0.7
Very Good,0.71
Very Good,0.9
Ideal,0.71
Good,0.91
Fair,0.71
Premium,0.7
Ideal,0.72
Fair,0.9
Premium,0.71
Premium,0.71
Premium,0.93
Very Good,0.7
Very Good,0.7
Good,0.7
Very Good,0.71
Premium,0.76
Ideal,0.7
Ideal,0.7
Ideal,0.8
Very Good,0.72
Ideal,0.7
Ideal,0.65
Very Good,0.85
Ideal,0.77
Ideal,0.71
Ideal,0.71
Ideal,0.8
Ideal,0.8
Very Good,0.73
Good,0.9
Ideal,0.78
Very Good,0.7
Ideal,0.7
Very Good,0.85
Very Good,0.8
Very Good,0.8
Good,0.92
Very Good,0.8
Ideal,0.82
Good,0.71
Very Good,0.7
Very Good,0.79
Ideal,0.7
Ideal,0.75
Ideal,0.71
Premium,0.62
Premium,1.03
Good,0.7
Very Good,0.78
Fair,0.9
Ideal,0.77
Good,0.9
Very Good,0.72
Very Good,0.72
Very Good,0.71
Very Good,0.7
Ideal,0.72
Ideal,0.76
Ideal,0.76
Ideal,0.79
Very Good,0.79
Very Good,0.79
Ideal,0.73
Fair,0.71
Premium,0.71
Good,0.75
Premium,0.72
Premium,0.83
Ideal,0.76
Good,0.94
Fair,0.91
Very Good,1
Ideal,1
Fair,1
Premium,1
Premium,1
Premium,0.82
Ideal,0.71
Ideal,0.71
Very Good,0.79
Ideal,0.75
Ideal,0.79
Ideal,0.71
Very Good,0.8
Very Good,0.91
Ideal,0.6
Ideal,0.6
Good,0.7
Very Good,0.91
Premium,0.71
Premium,0.86
Ideal,0.8
Premium,0.8
Premium,0.8
Premium,0.92
Very Good,0.72
Premium,1.01
Very Good,0.71
Very Good,0.72
Premium,0.81
Ideal,0.53
Ideal,0.61
Ideal,0.85
Good,0.75
Good,0.9
Very Good,0.9
Premium,0.9
Premium,0.9
Fair,0.9
Fair,0.9
Premium,0.9
Ideal,0.81
Premium,0.81
Very Good,0.9
Fair,1.02
Ideal,0.72
Very Good,0.75
Premium,0.84
Ideal,0.75
Good,0.7
Good,0.7
Very Good,0.91
Good,0.7
Ideal,0.76
Ideal,0.74
Good,1.01
Very Good,1.01
Premium,0.79
Ideal,0.77
Ideal,0.73
Ideal,0.73
Ideal,0.73
Ideal,0.73
Ideal,0.73
Ideal,0.73
Ideal,0.71
Ideal,0.58
Ideal,0.87
Premium,0.71
Ideal,0.72
Premium,0.92
Premium,1.2
Premium,0.8
Very Good,0.98
Very Good,0.7
Ideal,0.7
Ideal,0.7
Very Good,0.8
Ideal,0.7
Ideal,0.7
Ideal,0.72
Ideal,0.71
Very Good,0.7
Very Good,0.81
Premium,0.94
Premium,0.9
Very Good,0.71
Very Good,0.71
Good,0.77
Premium,0.91
Ideal,0.81
Premium,0.81
Ideal,0.52
Ideal,0.53
Good,1.29
Very Good,0.9
Ideal,0.72
Premium,0.94
Ideal,0.93
Ideal,0.74
Ideal,0.81
Premium,0.71
Very Good,0.72
Very Good,0.9
Ideal,0.72
Ideal,0.9
Ideal,0.83
Ideal,0.66
Ideal,0.71
Premium,0.78
Very Good,0.81
Very Good,0.71
Fair,0.9
Fair,0.9
Ideal,0.9
Premium,0.7
Ideal,0.78
Ideal,0.78
Very Good,0.9
Premium,0.9
Very Good,0.9
Good,1.52
Good,1.52
Ideal,0.9
Fair,0.9
Premium,0.75
Premium,0.7
Very Good,0.9
Ideal,0.72
Premium,0.9
Good,0.9
Premium,0.72
Ideal,0.79
Good,0.79
Very Good,0.7
Ideal,0.7
Good,0.7
Good,0.32
Ideal,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Very Good,0.32
Good,0.32
Very Good,0.32
Premium,0.32
Premium,0.32
Very Good,0.32
Premium,0.32
Very Good,0.32
Very Good,0.32
Premium,0.32
Ideal,0.32
Very Good,0.32
Very Good,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Premium,0.32
Premium,0.32
Premium,0.76
Good,0.9
Very Good,0.9
Premium,0.76
Premium,0.81
Ideal,0.77
Premium,0.74
Premium,0.75
Very Good,0.7
Premium,0.7
Ideal,0.81
Good,1.01
Very Good,0.76
Good,1.01
Ideal,0.8
Very Good,0.68
Very Good,0.91
Premium,0.79
Very Good,0.71
Very Good,0.71
Ideal,0.71
Very Good,0.71
Very Good,0.78
Ideal,0.82
Good,0.9
Very Good,0.9
Ideal,0.76
Ideal,0.77
Good,0.9
Ideal,0.93
Very Good,0.86
Good,0.7
Good,0.9
Premium,0.84
Good,0.8
Good,0.9
Good,0.9
Ideal,0.71
Fair,0.92
Premium,1.08
Ideal,0.85
Very Good,0.83
Fair,1.16
Ideal,0.87
Very Good,0.9
Ideal,0.7
Ideal,0.7
Premium,1.02
Fair,1.02
Fair,0.91
Ideal,0.75
Very Good,0.9
Ideal,0.77
Good,0.76
Premium,0.9
Very Good,0.9
Premium,0.9
Ideal,0.86
Very Good,0.71
Ideal,0.72
Ideal,0.72
Good,0.92
Very Good,0.9
Ideal,0.7
Ideal,0.71
Ideal,0.71
Ideal,0.71
Ideal,0.82
Very Good,0.77
Ideal,0.72
Very Good,0.84
Ideal,0.83
Good,0.94
Good,0.9
Ideal,0.52
Premium,0.93
Very Good,0.57
Ideal,0.72
Ideal,0.57
Good,1.13
Very Good,0.7
Very Good,0.7
Ideal,0.73
Ideal,0.73
Premium,0.73
Ideal,0.71
Ideal,0.7
Very Good,0.75
Ideal,0.75
Good,0.97
Ideal,0.74
Ideal,0.74
Ideal,0.74
Ideal,0.74
Very Good,0.7
Very Good,0.71
Ideal,0.82
Ideal,0.72
Ideal,0.82
Premium,0.74
Good,0.94
Ideal,0.71
Ideal,0.71
Ideal,0.73
Very Good,0.8
Premium,0.81
Premium,0.7
Fair,1
Premium,0.8
Ideal,0.75
Premium,1
Ideal,0.71
Fair,1
Fair,1
Premium,1
Ideal,1
Ideal,0.8
Premium,0.72
Ideal,0.71
Ideal,0.71
Very Good,1.01
Very Good,0.79
Very Good,0.74
Very Good,0.72
Very Good,0.9
Good,0.9
Good,0.9
Very Good,0.9
Ideal,0.72
Ideal,0.54
Ideal,0.73
Ideal,0.7
Good,0.72
Ideal,0.73
Premium,1.02
Very Good,1.02
Premium,0.9
Premium,1
Ideal,0.7
Fair,1
Ideal,1.02
Premium,1
Fair,1
Very Good,0.68
Ideal,0.83
Very Good,0.8
Good,1.21
Very Good,0.7
Very Good,0.71
Very Good,0.84
Premium,0.9
Very Good,0.9
Ideal,0.7
Ideal,0.7
Ideal,0.71
Ideal,0.7
Fair,0.9
Fair,0.9
Fair,0.9
Fair,0.9
Premium,0.74
Ideal,0.72
Good,0.72
Premium,0.78
Very Good,0.71
Ideal,0.71
Very Good,0.92
Very Good,0.8
Ideal,0.81
Ideal,0.78
Good,0.73
Ideal,1.06
Fair,1
Ideal,0.77
Good,0.7
Good,0.7
Ideal,1.02
Good,0.91
Good,1.03
Fair,1.03
Premium,1.03
Very Good,0.94
Very Good,0.88
Ideal,0.75
Premium,0.75
Ideal,0.72
Very Good,0.77
Ideal,0.75
Very Good,0.83
Good,0.9
Ideal,0.8
Ideal,0.71
Good,0.92
Very Good,0.7
Very Good,0.7
Very Good,0.7
Very Good,0.95
Ideal,0.58
Ideal,0.73
Ideal,0.77
Ideal,0.7
Ideal,0.7
Fair,0.95
Ideal,0.8
Premium,1.22
Ideal,0.64
Premium,1.06
Ideal,0.77
Very Good,0.8
Premium,0.82
Ideal,0.78
Ideal,0.7
Very Good,0.9
Very Good,0.77
Good,0.9
Very Good,0.9
Good,0.9
Very Good,0.9
Ideal,0.9
Very Good,0.9
Very Good,0.9
Ideal,0.81
Fair,0.9
Ideal,0.63
Premium,0.71
Ideal,0.71
Premium,0.71
Very Good,0.76
Good,0.9
Good,0.9
Very Good,0.9
Ideal,0.7
Good,0.74
Good,0.74
Good,0.78
Ideal,0.79
Ideal,0.73
Ideal,0.73
Fair,1
Ideal,0.7
Premium,0.92
Very Good,0.77
Good,0.73
Fair,0.87
Premium,1.01
Ideal,0.71
Ideal,0.72
Ideal,0.7
Ideal,0.79
Ideal,0.85
Ideal,0.7
Premium,0.72
Fair,1.01
Very Good,1.01
Ideal,1.08
Ideal,1.23
Very Good,0.91
Ideal,0.79
Ideal,0.77
Very Good,0.76
Very Good,0.92
Ideal,0.92
Ideal,0.76
Ideal,0.75
Premium,0.74
Ideal,0.74
Fair,1.09
Ideal,0.74
Ideal,0.74
Ideal,0.74
Very Good,0.83
Ideal,0.83
Ideal,0.78
Ideal,0.75
Ideal,0.83
Ideal,0.79
Ideal,1.03
Premium,1.03
Ideal,1.03
Ideal,0.7
Ideal,0.7
Fair,0.84
Fair,0.93
Very Good,0.7
Premium,1.01
Ideal,0.8
Fair,1.01
Premium,0.92
Very Good,0.71
Ideal,0.7
Ideal,0.9
Premium,0.7
Premium,0.9
Premium,0.9
Good,0.7
Fair,1
Fair,1.5
Very Good,0.9
Good,0.9
Ideal,0.77
Ideal,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Premium,0.32
Very Good,0.32
Very Good,0.32
Premium,0.32
Premium,0.32
Very Good,0.32
Very Good,0.32
Very Good,0.32
Premium,0.32
Good,0.4
Premium,0.32
Premium,0.32
Premium,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Ideal,0.32
Very Good,0.32
Ideal,0.32
Premium,0.32
Very Good,0.32
Very Good,0.26
Ideal,0.31
Ideal,0.7
Ideal,0.72
Very Good,0.7
Ideal,0.74
Very Good,0.67
Ideal,0.74
Ideal,0.72
Ideal,0.72
Ideal,0.72
Ideal,0.72
Good,0.81
Good,1.5
Very Good,0.74
Very Good,0.93
Very Good,0.87
Ideal,0.72
Ideal,0.72
Ideal,0.72
Fair,0.91
Fair,0.91
Premium,0.91
Very Good,0.91
Premium,0.95
Ideal,0.63
Ideal,0.92
Premium,0.95
Ideal,0.8
Very Good,0.73
Ideal,0.73
Ideal,0.73
Ideal,0.73
Very Good,0.72
Premium,1.11
Ideal,0.85
Ideal,0.76
Premium,0.7
Very Good,0.73
Ideal,0.78
Ideal,0.7
Ideal,0.7
Ideal,0.7
Ideal,0.79
Premium,0.72
Fair,0.9
Premium,0.96
Very Good,0.9
Good,1.03
Very Good,0.9
Good,0.75
Ideal,0.77
Very Good,0.91
Ideal,0.85
Ideal,0.71
Ideal,0.74
Ideal,0.73
Ideal,0.73
Premium,1.01
Ideal,0.71
Premium,0.89
Premium,0.92
Fair,1.01
Ideal,0.7
Ideal,0.7
Ideal,0.7
Ideal,0.71
Ideal,0.71
Ideal,0.8
Ideal,0.71
Ideal,0.75
Very Good,0.71
Very Good,0.71
Ideal,0.81
Ideal,0.76
Good,0.91
Good,1
Premium,0.76
Fair,1
Premium,0.81
Ideal,0.73
Good,0.9
Good,0.7
Premium,0.81
Good,0.9
Premium,0.54
Very Good,0.83
Ideal,0.73
Ideal,0.71
Ideal,0.8
Good,0.83
Very Good,0.91
Very Good,0.91
Ideal,0.6
Good,0.9
Ideal,0.91
Very Good,0.9
Ideal,0.51
Very Good,0.77
Fair,1.01
Premium,0.83
Ideal,0.73
Ideal,0.71
Ideal,0.71
Ideal,0.83
Premium,0.7
Fair,1
Ideal,0.71
Ideal,0.71
Very Good,1.02
Ideal,0.7
Ideal,0.7
Premium,1.02
Very Good,0.73
Ideal,0.74
Ideal,0.9
Good,0.9
Ideal,0.7
Ideal,0.7
Ideal,0.73
Ideal,0.84
Ideal,0.76
Very Good,0.71
Good,1.04
Very Good,1.04
Very Good,0.7
Premium,0.7
Ideal,1.02
Good,1.04
Very Good,0.7
Premium,1.11
Ideal,0.7
Ideal,0.7
Fair,0.71
Premium,0.9
Fair,0.9
Fair,0.9
Fair,0.9
Fair,0.9
Fair,0.9
Premium,0.9
Premium,0.72
Premium,0.75
Ideal,0.75
Very Good,0.75
Ideal,0.58
Ideal,0.7
Ideal,0.7
Good,0.7
Very Good,0.83
Ideal,0.83
Ideal,1.01
Very Good,0.77
Very Good,0.7
Very Good,0.7
Very Good,0.9
Very Good,0.93
Very Good,0.8
Very Good,0.9
Ideal,0.73
Ideal,0.79
Ideal,0.8
Premium,0.7
Ideal,0.71
Ideal,0.79
Premium,0.9
Good,0.9
Premium,0.9
Good,0.91
Fair,0.91
Very Good,0.9
Premium,0.73
Ideal,0.73
Premium,0.77
Premium,0.82
Ideal,0.61
Ideal,0.71
Ideal,0.71
Ideal,0.71
Ideal,0.76
Premium,0.81
Ideal,0.78
Premium,0.7
Good,0.95
Ideal,0.92
Fair,0.96
Premium,0.96
Premium,1.1
Ideal,1.1
Very Good,0.71
Premium,0.71
Ideal,0.71
Very Good,0.71
Very Good,1
Very Good,0.9
Ideal,0.64
Ideal,0.71
Premium,0.77
Ideal,0.52
Very Good,0.71
Good,0.9
Ideal,0.77
Very Good,1.18
Very Good,0.72
Very Good,0.72
Very Good,0.72
Ideal,0.72
Ideal,0.72
Very Good,0.9
Very Good,0.9
Very Good,0.75
Ideal,0.73
Premium,1.15
Very Good,0.71
Ideal,0.71
Ideal,0.51
Ideal,0.72
Premium,0.82
Premium,1.01
Very Good,0.9
Good,0.68
Premium,0.9
Very Good,0.74
Ideal,0.74
Very Good,0.73
Premium,0.8
Good,0.9
Fair,0.9
Ideal,0.72
Ideal,0.51
Very Good,0.86
Ideal,0.65
Premium,0.74
Very Good,0.72
Premium,0.7
Ideal,0.7
Ideal,0.71
Ideal,0.71
Ideal,0.71
Ideal,0.71
Premium,0.96
Good,0.91
Premium,0.79
Ideal,1.03
Premium,0.81
Good,0.75
Ideal,0.81
Very Good,0.9
Very Good,0.7
Ideal,0.83
Very Good,0.59
Good,1
Ideal,0.71
Very Good,1.05
Ideal,0.7
Ideal,0.71
Very Good,0.7
Ideal,1.05
Premium,0.7
Premium,0.77
Very Good,0.7
Very Good,0.8
Ideal,0.73
Very Good,0.7
Ideal,0.7
Ideal,0.72
Ideal,0.72
Premium,0.95
Premium,0.85
Very Good,0.89
Very Good,0.72
Very Good,0.76
Very Good,0.91
Ideal,0.7
Ideal,0.71
Ideal,0.71
Good,0.7
Premium,0.7
Very Good,0.7
Ideal,0.73
Very Good,0.9
Very Good,0.77
Very Good,0.77
Ideal,0.79
Ideal,0.72
Very Good,0.9
Very Good,0.77
Very Good,0.81
Ideal,0.68
Ideal,0.71
Good,0.9
Ideal,0.74
Ideal,0.84
Good,0.9
Premium,0.9
Good,0.9
Good,0.9
Very Good,0.9
Good,0.9
Premium,0.9
Fair,1.03
Fair,0.9
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Ideal,0.31
Very Good,0.39
Very Good,0.29
Ideal,0.35
Ideal,0.31
Fair,0.25
Very Good,0.32
Ideal,0.32
Ideal,0.33
Ideal,0.33
Ideal,0.3
Ideal,0.3
Good,0.32
Good,0.26
Ideal,0.26
Very Good,0.26
Very Good,0.26
Very Good,0.26
Good,0.26
Ideal,0.36
Ideal,0.34
Ideal,0.34
Ideal,0.31
Ideal,0.31
Good,0.9
Premium,0.9
Ideal,0.91
Very Good,0.7
Very Good,0.7
Ideal,0.7
Ideal,0.71
Ideal,0.71
Ideal,0.52
Ideal,0.76
Ideal,0.61
Ideal,0.61
Ideal,0.61
Ideal,0.65
Ideal,0.7
Fair,1
Very Good,0.83
Ideal,0.76
Good,0.76
Ideal,0.76
Ideal,0.73
Good,0.81
Good,0.9
Very Good,0.9
Very Good,0.9
Premium,0.72
Good,0.83
Fair,0.9
Good,0.9
Premium,0.93
Premium,0.73
Very Good,0.9
Ideal,0.71
Ideal,0.8
Ideal,0.82
Ideal,0.9
Ideal,0.9
Premium,0.9
Ideal,0.77
Ideal,0.71
Very Good,0.7
Ideal,0.7
Ideal,0.7
Ideal,0.7
Ideal,0.77
Good,0.9
Good,0.78
Ideal,0.83
Ideal,0.71
Ideal,0.74
Ideal,0.74
Very Good,0.9
Ideal,0.9
Ideal,0.73
Very Good,0.9
Ideal,0.91
Ideal,0.79
Ideal,0.76
Ideal,0.81
Ideal,0.72
Very Good,0.91
Very Good,0.78
Fair,0.93
Ideal,0.78
Good,1
Very Good,0.75
Premium,0.77
Very Good,0.7
Very Good,0.76
Ideal,0.7
Good,1.04
Premium,1.04
Very Good,0.9
Ideal,0.71
Premium,0.91
Ideal,0.75
Premium,1.11
Very Good,0.72
Ideal,0.88
Ideal,0.88
Ideal,0.72
Premium,0.7
Very Good,0.7
Good,1
Ideal,0.7
Ideal,0.84
Fair,1
Very Good,1
Good,1
Fair,1
Fair,1
Ideal,0.93
Premium,0.81
Premium,0.81
Premium,1.12
Premium,0.81
Good,0.9
Good,0.9
Good,0.9
Good,0.9
Ideal,0.91
Good,0.7
Very Good,0.78
Very Good,0.8
Ideal,0.78
Ideal,0.78
Very Good,0.75
Ideal,0.7
Premium,0.96
Good,0.9
Very Good,0.7
Very Good,0.72
Very Good,0.75
Premium,0.81
Ideal,0.56
Ideal,0.73
Ideal,0.73
Ideal,0.79
Very Good,0.9
Premium,1.1
Ideal,0.67
Ideal,0.71
Very Good,0.8
Ideal,0.73
Good,0.8
Good,0.8
Very Good,0.9
Good,0.9
Ideal,0.72
Ideal,0.72
Ideal,0.72
Very Good,0.7
Ideal,0.95
Ideal,0.73
Ideal,0.72
Ideal,0.72
Very Good,1.01
Premium,0.9
Very Good,0.7
Very Good,0.83
Very Good,1
Premium,0.9
Very Good,1
Fair,0.9
Premium,1
Ideal,0.78
Ideal,1
Ideal,1.25
Good,0.7
Good,0.92
Ideal,0.7
Very Good,1.18
Fair,0.91
Ideal,0.84
Fair,1.01
Very Good,0.71
Ideal,0.71
Ideal,0.93
Very Good,0.82
Good,0.9
Fair,0.9
Premium,0.91
Very Good,0.91
Fair,0.92
Good,0.92
Good,0.91
Very Good,0.91
Fair,0.92
Premium,0.92
Premium,0.92
Very Good,0.8
Ideal,0.84
Ideal,0.72
Ideal,0.72
Ideal,0.72
Good,0.8
Good,0.8
Ideal,0.52
Ideal,0.71
Ideal,0.86
Good,0.89
Premium,0.74
Premium,0.8
Fair,0.94
Premium,0.8
Good,1.04
Very Good,0.96
Good,0.91
Very Good,0.91
Ideal,0.74
Ideal,0.7
Ideal,0.7
Good,0.91
Premium,1.03
Very Good,0.73
Very Good,1.01
Fair,0.9
Very Good,1.03
Very Good,0.91
Good,0.9
Ideal,0.83
Ideal,0.71
Ideal,0.71
Good,0.91
Fair,1.02
Premium,0.77
Good,0.77
Premium,0.77
Premium,0.9
Premium,0.9
Very Good,0.86
Very Good,1
Very Good,0.8
Very Good,1
Ideal,0.8
Premium,1.05
Premium,1
Ideal,0.76
Fair,1.01
Ideal,0.72
Premium,0.7
Premium,0.74
Very Good,0.9
Very Good,0.7
Very Good,0.83
Ideal,0.72
Premium,0.82
Premium,1.01
Ideal,0.8
Fair,0.7
Very Good,1.07
Ideal,0.91
Premium,1.07
Ideal,0.8
Premium,0.8
Premium,1.01
Good,1.02
Very Good,0.91
Good,0.78
Very Good,0.78
Ideal,0.7
Very Good,0.91
Very Good,1.01
Ideal,0.62
Ideal,0.91
Ideal,0.71
Ideal,0.71
Ideal,0.71
Ideal,0.71
Ideal,1.05
Premium,0.77
Fair,0.96
Very Good,1
Premium,0.7
Ideal,0.77
Ideal,0.7
Very Good,0.9
Ideal,0.72
Ideal,0.71
Ideal,0.73
Good,0.91
Fair,1.08
Very Good,0.9
Premium,0.9
Good,0.9
Good,0.9
Good,0.9
Good,0.9
Very Good,0.9
Good,0.9
Ideal,0.7
Ideal,0.77
Ideal,0.81
Ideal,0.71
Ideal,0.71
Ideal,0.72
Ideal,0.71
Good,0.76
Fair,1
Fair,1
Very Good,1
Good,1
Ideal,0.82
Ideal,0.76
Ideal,0.76
Very Good,0.53
Very Good,0.73
Good,0.9
Ideal,0.71
Ideal,0.71
Ideal,0.73
Very Good,0.9
Ideal,0.9
Premium,0.73
Very Good,0.81
Very Good,0.66
Ideal,0.77
Ideal,0.7
Ideal,0.7
Very Good,1.01
Ideal,0.31
Ideal,0.31
Very Good,0.26
Premium,0.26
Good,0.41
Ideal,0.31
Good,0.3
Good,0.3
Good,0.3
Very Good,0.3
Good,0.3
Very Good,0.3
Ideal,0.3
Very Good,0.3
Very Good,0.27
Very Good,0.27
Very Good,0.27
Very Good,0.27
Very Good,0.27
Very Good,0.27
Ideal,0.27
Ideal,0.38
Ideal,0.27
Ideal,0.27
Premium,0.35
Premium,0.34
Very Good,0.34
Very Good,0.34
Very Good,0.38
Premium,0.34
Good,0.7
Ideal,0.73
Ideal,0.62
Premium,0.76
Ideal,0.73
Premium,0.73
Premium,0.81
Premium,0.81
Premium,0.73
Premium,0.8
Good,0.7
Premium,0.8
Good,0.84
Premium,0.9
Good,0.96
Ideal,1.24
Premium,0.9
Premium,0.74
Good,0.7
Premium,0.9
Ideal,1.24
Ideal,0.57
Premium,1.02
Very Good,0.95
Very Good,0.81
Very Good,0.75
Ideal,0.83
Ideal,0.74
Good,0.84
Ideal,0.71
Premium,0.93
Very Good,0.77
Good,0.9
Good,0.9
Ideal,0.79
Premium,0.92
Ideal,0.73
Ideal,0.7
Ideal,1.02
Ideal,0.52
Ideal,0.71
Ideal,0.71
Ideal,0.77
Ideal,1.06
Very Good,0.83
Ideal,0.72
Premium,0.86
Very Good,0.69
Very Good,0.71
Very Good,0.74
Ideal,0.53
Fair,0.81
Very Good,0.92
Ideal,0.92
Good,0.91
Fair,0.92
Good,0.81
Very Good,0.9
Ideal,0.79
Ideal,0.7
Ideal,0.7
Ideal,0.7
Ideal,0.78
Ideal,0.96
Premium,0.9
Ideal,0.78
Fair,0.9
Premium,0.9
Ideal,0.72
Premium,0.9
Premium,0.9
Ideal,0.73
Ideal,0.79
Ideal,0.73
Very Good,0.74
Ideal,0.82
Ideal,0.88
Ideal,1.27
Ideal,0.88
Ideal,0.72
Ideal,0.7
Ideal,0.7
Ideal,0.7
Very Good,0.71
Very Good,0.71
Ideal,0.71
Ideal,0.77
Ideal,0.71
Fair,0.9
Good,0.9
Ideal,0.92
Fair,0.98
Very Good,0.6
Very Good,0.71
Premium,0.93
Very Good,0.9
Very Good,0.9
Very Good,0.78
Ideal,0.78
Ideal,0.72
Very Good,0.95
Good,0.92
Ideal,0.7
Premium,0.94
Ideal,0.64
Ideal,0.61
Ideal,0.75
Ideal,0.75
Premium,1.01
Very Good,0.61
Fair,0.99
Premium,1.01
Very Good,0.72
Very Good,0.9
Premium,0.9
Ideal,0.81
Ideal,0.9
Very Good,0.71
Good,0.91
Very Good,0.91
Good,0.91
Good,0.92
Good,0.91
Ideal,0.74
Good,1.02
Ideal,0.73
Ideal,0.71
Ideal,0.73
Ideal,0.73
Very Good,0.9
Fair,0.9
Premium,0.78
Ideal,0.78
Premium,0.77
Ideal,0.57
Very Good,0.71
Premium,1
Good,0.91
Ideal,0.72
Very Good,0.92
Ideal,0.7
Ideal,0.78
Ideal,0.77
Premium,0.97
Ideal,0.53
Ideal,0.73
Ideal,0.71
Premium,0.91
Premium,0.91
Premium,0.71
Premium,0.83
Premium,0.7
Ideal,0.7
Good,0.9
Fair,1
Premium,1.01
Good,1.01
Good,0.91
Premium,0.71
Very Good,0.77
Very Good,0.9
Good,0.9
Very Good,0.77
Very Good,0.94
Ideal,0.63
Ideal,0.76
Ideal,0.72
Ideal,0.72
Ideal,0.72
Ideal,0.53
Premium,1.05
Premium,1.05
Premium,0.74
Very Good,0.73
Very Good,0.9
Ideal,0.76
Good,0.9
Good,0.9
Fair,0.94
Ideal,0.81
Very Good,0.71
Good,1.07
Ideal,0.7
Ideal,0.71
Ideal,0.71
Ideal,0.81
Premium,0.96
Ideal,1.28
Premium,0.8
Very Good,0.89
Premium,0.77
Ideal,0.77
Ideal,0.8
Good,0.9
Ideal,0.82
Good,0.91
Premium,0.74
Very Good,0.74
Very Good,0.9
Very Good,0.7
Fair,0.93
Ideal,0.7
Very Good,1.02
Ideal,0.93
Premium,0.78
Ideal,0.7
Ideal,0.71
Ideal,0.71
Premium,1.01
Premium,1
Good,1
Very Good,1
Ideal,1
Premium,1
Premium,1
Premium,0.51
Very Good,1
Ideal,0.7
Ideal,0.82
Ideal,0.78
Ideal,0.8
Premium,0.91
Ideal,0.76
Ideal,0.63
Good,0.82
Ideal,0.91
Premium,0.91
Good,0.91
Premium,0.91
Ideal,0.82
Premium,0.7
Very Good,0.75
Very Good,0.95
Very Good,0.83
Good,0.8
Premium,0.74
Very Good,0.71
Ideal,1.13
Very Good,0.76
Very Good,0.9
Very Good,0.9
Very Good,0.9
Premium,0.8
